ID,Unnamed: 0,R_fighter,Referee,date,location,Winner,title_bout,weight_class,no_of_rounds,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_BODY_att,R_avg_BODY_landed,R_avg_CLINCH_att,R_avg_CLINCH_landed,R_avg_DISTANCE_att,R_avg_DISTANCE_landed,R_avg_GROUND_att,R_avg_GROUND_landed,R_avg_HEAD_att,R_avg_HEAD_landed,R_avg_KD,R_avg_LEG_att,R_avg_LEG_landed,R_avg_PASS,R_avg_REV,R_avg_SIG_STR_att,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_att,R_avg_TD_landed,R_avg_TD_pct,R_avg_TOTAL_STR_att,R_avg_TOTAL_STR_landed,R_longest_win_streak,R_losses,R_avg_opp_BODY_att,R_avg_opp_BODY_landed,R_avg_opp_CLINCH_att,R_avg_opp_CLINCH_landed,R_avg_opp_DISTANCE_att,R_avg_opp_DISTANCE_landed,R_avg_opp_GROUND_att,R_avg_opp_GROUND_landed,R_avg_opp_HEAD_att,R_avg_opp_HEAD_landed,R_avg_opp_KD,R_avg_opp_LEG_att,R_avg_opp_LEG_landed,R_avg_opp_PASS,R_avg_opp_REV,R_avg_opp_SIG_STR_att,R_avg_opp_SIG_STR_landed,R_avg_opp_SIG_STR_pct,R_avg_opp_SUB_ATT,R_avg_opp_TD_att,R_avg_opp_TD_landed,R_avg_opp_TD_pct,R_avg_opp_TOTAL_STR_att,R_avg_opp_TOTAL_STR_landed,R_total_rounds_fought,R_total_time_fought(seconds),R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age
786,786,John Dodson,Bill Bookwalter,11/11/2017,"Norfolk, Virginia, USA",-1,FALSE,Bantamweight,3,0,1,0,18.18181818,13.54545455,8.545454545,6,95.90909091,36.27272727,2.545454545,1.909090909,81,23.81818182,0.727272727,7.818181818,6.818181818,0.181818182,0,107,44.18181818,0.435454545,0,2.272727273,0.636363636,0.249090909,115.7272727,52.27272727,3,3,21.27272727,10.81818182,16.18181818,11.54545455,105.0909091,31.45454545,0.454545455,0.272727273,90.09090909,25.90909091,0,10.36363636,6.545454545,0,0,121.7272727,43.27272727,0.360909091,0,5.272727273,0.818181818,0.057272727,134.7272727,55.45454545,31,798.0909091,3,0,0,3,4,0,1,8,Orthodox,160.02,167.64,135,33
787,787,Tatiana Suarez,Mike King,11/11/2017,"Norfolk, Virginia, USA",1,FALSE,Women's Strawweight,3,0,1,0,1,1,0,0,2,1,17,15,18,15,0,0,0,0,0,19,16,0.84,1,3,3,1,43,38,1,0,0,0,0,0,4,1,0,0,4,1,0,0,0,0,1,4,1,0.25,2,0,0,0,7,4,1,223,1,0,0,0,0,1,0,1,,165.1,167.64,115,26
788,788,Sage Northcutt,Dan Miragliotta,11/11/2017,"Norfolk, Virginia, USA",1,FALSE,Lightweight,3,1,0,0,3.6,3,7.6,5.8,18.6,7.6,8.6,6.8,29.4,15.6,0.2,1.8,1.6,1.4,0.2,34.8,20.2,0.626,0.4,2.2,0.8,0.44,55,39,2,2,1.2,0.6,2,1,14,5.2,6.6,5.2,19.2,9.6,0.2,2.2,1.2,2,0,22.6,11.4,0.486,1.2,3,1.8,0.68,45.8,32.6,10,436.8,0,0,0,1,1,1,0,3,Orthodox,182.88,180.34,170,21
789,789,Angela Hill,Keith Peterson,11/11/2017,"Norfolk, Virginia, USA",-1,FALSE,Women's Strawweight,3,0,1,0,21.4,14,33,23,74.4,30.6,4.2,2.8,81.8,34.6,0.4,8.4,7.8,0,0.2,111.6,56.4,0.498,0,0.4,0.2,0.2,134.6,77.2,1,3,25.2,14.4,31.2,17,94.8,31.4,0.8,0.2,94,27.6,0,7.6,6.6,1.4,0,126.8,48.6,0.376,0.2,6.8,2,0.496,154.4,72.4,13,753.4,0,0,0,2,0,0,0,2,Orthodox,160.02,162.56,115,32
790,790,Court McGee,Elvis Bello,11/11/2017,"Norfolk, Virginia, USA",-1,FALSE,Welterweight,3,1,0,0,24.33333333,12.83333333,9.333333333,4.833333333,158.5,54.16666667,8.666666667,6,135.25,38.58333333,0,16.91666667,13.58333333,1.416666667,0,176.5,65,0.3675,0.5,7,1.916666667,0.284166667,203.4166667,88.25,3,5,14.25,9,8.416666667,4.5,112.25,40.25,1.166666667,0.666666667,102.3333333,32.33333333,0.25,5.25,4.083333333,0.333333333,0,121.8333333,45.41666667,0.379166667,0.166666667,1.666666667,0.5,0.116666667,131.3333333,53.91666667,33,796.4166667,1,0,1,4,0,2,0,7,Orthodox,180.34,190.5,170,32
791,791,Jake Collier,Bill Bookwalter,11/11/2017,"Norfolk, Virginia, USA",1,FALSE,Light Heavyweight,3,1,0,0,14.6,9.6,14.2,8,66.2,24.2,2.2,1.2,60.8,18.6,0.4,7.2,5.2,1.2,0,82.6,33.4,0.452,0.4,2.2,0.6,0.172,95.2,44.2,1,3,8.2,6.8,10,7,47.2,17.6,12,10,55.8,24.2,0,5.2,3.6,1.6,0.2,69.2,34.6,0.57,0,4.4,1.8,0.33,104.6,65.8,11,575,0,0,1,0,1,0,0,2,Orthodox,190.5,198.12,205,29
792,792,Darren Stewart,Mike King,11/11/2017,"Norfolk, Virginia, USA",-1,FALSE,Middleweight,3,2,0,0,5,4,10.5,7.5,26,8,5,3.5,28,9.5,0,8.5,5.5,0,0,41.5,19,0.56,0,3.5,1,0.35,63.5,38,0,2,5,4,9,5,21,8.5,1.5,0.5,23,7,0,3.5,3,0,0,31.5,14,0.225,0,6,3.5,0.29,46,27,4,497,0,0,0,0,0,0,0,0,Orthodox,182.88,187.96,185,26
793,793,Michael Bisping,John McCarthy,11/4/2017,"New York City, New York, USA",-1,TRUE,Middleweight,5,0,5,0,10.22222222,7.148148148,8.925925926,5.62962963,130.962963,45.88888889,9.37037037,5.259259259,129.1111111,41,0.296296296,9.925925926,8.62962963,0.555555556,0.074074074,149.2592593,56.77777778,0.388148148,0.185185185,2.222222222,0.962962963,0.247407407,163.8518519,69.59259259,5,7,10.88888889,6.481481481,6.148148148,3.037037037,90.03703704,28.59259259,5.222222222,2.666666667,80.85185185,19.96296296,0.37037037,9.666666667,7.851851852,1.333333333,0.074074074,101.4074074,34.2962963,0.344444444,0.259259259,3.481481481,1.222222222,0.218518519,113.4074074,44.33333333,75,774.8148148,3,0,2,8,10,0,0,20,Orthodox,185.42,190.5,185,38
794,794,Cody Garbrandt,Dan Miragliotta,11/4/2017,"New York City, New York, USA",-1,TRUE,Bantamweight,5,0,6,0,5.5,3.5,1.833333333,1,93,33.66666667,5.666666667,2.833333333,89.66666667,30.33333333,1.333333333,5.333333333,3.666666667,0.5,0,100.5,37.5,0.371666667,0,2.166666667,0.833333333,0.18,102.1666667,39.16666667,6,0,10,5.166666667,1.666666667,0.666666667,98.33333333,31.16666667,0.166666667,0,80.5,20.16666667,0,9.666666667,6.5,0,0,100.1666667,31.83333333,0.345,0,1.166666667,0,0,103,34.66666667,14,628.1666667,1,0,0,2,4,0,0,6,Orthodox,172.72,165.1,135,26
795,795,Joanna Jedrzejczyk,John McCarthy,11/4/2017,"New York City, New York, USA",-1,TRUE,Women's Strawweight,5,0,8,0,41.75,30.125,34.25,23.625,223.5,106.25,2.875,2,179.125,68.5,0.125,39.75,33.25,0,0,260.625,131.875,0.475,0,0.375,0.25,0.1875,274.375,143.875,8,0,16.5,8.875,15.125,9,127.5,35.125,3.125,2.5,120.625,32.25,0.125,8.625,5.5,1.125,0,145.75,46.625,0.30125,0.125,10.875,2,0.15625,164.75,63.625,31,1152.375,6,0,1,5,2,0,0,8,Orthodox,167.64,165.1,125,30
796,796,Stephen Thompson,Dan Miragliotta,11/4/2017,"New York City, New York, USA",1,FALSE,Welterweight,3,2,0,0,17.63636364,11.54545455,5.909090909,4.272727273,98.90909091,40.81818182,4.727272727,3,85.72727273,31,0.727272727,6.181818182,5.545454545,0.454545455,0.090909091,109.5454545,48.09090909,0.472727273,0,0.909090909,0.454545455,0.166363636,120.1818182,57.54545455,7,3,13.90909091,8.545454545,11.45454545,8,63.36363636,20.54545455,7,5.727272727,58.45454545,18.09090909,0.272727273,9.454545455,7.636363636,0.636363636,0.090909091,81.81818182,34.27272727,0.401818182,0.272727273,2.727272727,0.636363636,0.170909091,99.54545455,49.63636364,30,776.6363636,2,0,0,3,5,0,0,8,Orthodox,182.88,190.5,170,34
797,797,Johny Hendricks,John McCarthy,11/4/2017,"New York City, New York, USA",-1,FALSE,Middleweight,3,1,0,0,5.15,3.75,14.75,10.4,74.5,28.9,4.95,3.6,77.25,28.7,0.3,11.8,10.45,1,0,94.2,42.9,0.508,0.3,5.9,3.05,0.3095,119.6,66.4,6,7,16.15,11.65,14.1,9.3,82.6,33.75,3.8,3.45,78.25,29.75,0.05,6.1,5.1,0.15,0,100.5,46.5,0.396,0.2,2,0.65,0.1765,119.3,64.45,54,728.95,3,1,2,5,5,0,0,13,Southpaw,175.26,175.26,185,34
798,798,James Vick,Todd Ronald Anderson,11/4/2017,"New York City, New York, USA",1,FALSE,Lightweight,3,0,2,0,10.25,5.75,3,2.375,84.25,31.125,1.25,0.875,73.875,25.25,0.25,4.375,3.375,0.375,0.25,88.5,34.375,0.32375,0.625,0.5,0.125,0.0625,97.125,43,5,1,9.5,5.25,5.875,3.5,65.875,22.75,3.875,2.75,58.75,18,0.5,7.375,5.75,0.625,0,75.625,29,0.315,0,4,1.375,0.25,81.375,34.25,16,514.375,0,0,0,3,1,3,0,7,Orthodox,190.5,193.04,155,30
799,799,Walt Harris,Blake Grice,11/4/2017,"New York City, New York, USA",-1,FALSE,Heavyweight,3,1,0,0,9,4.75,3.75,1.875,43.125,14.125,5.375,3.75,41,13,0.625,2.25,2,0,0,52.25,19.75,0.31875,0.125,0.25,0,0,54.75,22,2,5,6.375,3.5,3.25,1.375,47.625,16.875,4.125,2.125,41.875,11.625,0.125,6.75,5.25,0.625,0,55,20.375,0.335,0.125,2,0.5,0.2275,64.75,28.375,14,412.75,0,0,0,0,3,0,0,3,Southpaw,195.58,195.58,250,34
800,800,Ovince Saint Preux,Dan Miragliotta,11/4/2017,"New York City, New York, USA",1,FALSE,Light Heavyweight,3,0,2,0,8.642857143,5.285714286,5.142857143,3.071428571,50.35714286,18.85714286,6,4.285714286,49.21428571,18.35714286,0.142857143,3.642857143,2.571428571,1,0.071428571,61.5,26.21428571,0.46,0.285714286,1.714285714,0.642857143,0.297142857,69.78571429,33.71428571,4,5,8.428571429,5.571428571,6,4.214285714,39.42857143,18.78571429,6.571428571,5.071428571,31.14285714,13.78571429,0.071428571,12.42857143,8.714285714,1.428571429,0,52,28.07142857,0.489285714,0.285714286,3.714285714,1.285714286,0.135714286,67.71428571,42,33,585.4285714,1,1,0,1,4,3,0,9,Southpaw,190.5,203.2,205,34
801,801,Randy Brown,Todd Ronald Anderson,11/4/2017,"New York City, New York, USA",1,FALSE,Welterweight,3,1,0,0,8,5.8,10.8,9,60,19.6,6,4.2,61,22.4,0.2,7.8,4.6,0.2,0.2,76.8,32.8,0.444,0.6,1.8,0.6,0.316,88.2,43.6,2,2,4.8,2.8,6.4,4.4,53.8,22.6,9.2,5,45.8,12.6,0,18.8,16.6,1,0,69.4,32,0.45,0.4,6.2,1.4,0.21,100.2,56.8,13,650.8,0,0,0,1,1,1,0,3,Orthodox,190.5,198.12,170,27
802,802,Aleksei Oleinik,Blake Grice,11/4/2017,"New York City, New York, USA",-1,FALSE,Heavyweight,3,0,2,0,4.8,4.8,6.4,5.2,22.6,8.8,5.2,4.2,28.2,12.4,0.4,1.2,1,1.8,0.2,34.2,18.2,0.484,1.2,3,1.6,0.314,69.6,50.8,2,1,6,4.8,8.6,6,21.2,9,4.8,3.6,27.8,13,0.2,0.8,0.8,1,0.4,34.6,18.6,0.512,0,0.8,0.6,0.6,53,36.6,8,388,0,0,0,0,1,3,0,4,Orthodox,187.96,203.2,240,40
803,803,Aiemann Zahabi,Todd Ronald Anderson,11/4/2017,"New York City, New York, USA",-1,FALSE,Bantamweight,3,0,1,0,7,3,1,0,106,41,5,3,103,39,1,2,2,1,0,112,44,0.39,0,0,0,0,113,45,1,0,22,12,5,3,183,59,2,2,138,27,0,30,25,0,0,190,64,0.33,0,13,2,0.15,199,73,3,900,0,0,0,1,0,0,0,1,Orthodox,172.72,172.72,135,29
804,804,Derek Brunson,Osiris Maia,10/28/2017,"Sao Paulo, Sao Paulo, Brazil",1,FALSE,Middleweight,5,0,1,0,2.090909091,1.363636364,8.090909091,5.090909091,31.72727273,11.72727273,9,4.818181818,41.45454545,16.54545455,0.363636364,5.272727273,3.727272727,1.272727273,0,48.81818182,21.63636364,0.480909091,0.272727273,4.272727273,1.181818182,0.13,75.09090909,44.36363636,5,3,6.636363636,5.272727273,4.272727273,2.909090909,28.36363636,12.36363636,3.727272727,3.090909091,26.36363636,10.36363636,0.090909091,3.363636364,2.727272727,0,0,36.36363636,18.36363636,0.327272727,0,0.454545455,0,0,48.09090909,29.27272727,19,391.6363636,0,0,0,2,5,1,0,8,Southpaw,185.42,195.58,185,33
805,805,Demian Maia,Jerin Valel,10/28/2017,"Sao Paulo, Sao Paulo, Brazil",-1,FALSE,Welterweight,3,1,0,0,4.461538462,3.153846154,4.230769231,2.615384615,30.19230769,8.461538462,14.15384615,10.53846154,42.23076923,16.96153846,0.038461538,1.884615385,1.5,3.423076923,0.192307692,48.57692308,21.61538462,0.543461538,0.923076923,8.076923077,2.307692308,0.389615385,90.53846154,56.80769231,7,7,5.615384615,3.307692308,2.461538462,1.5,46.5,15.73076923,6.192307692,3.884615385,43.30769231,13,0.115384615,6.230769231,4.807692308,0.538461538,0.346153846,55.15384615,21.11538462,0.420769231,0.230769231,1.230769231,0.423076923,0.140769231,71.26923077,35.26923077,70,739.7692308,2,0,1,8,1,9,0,19,Southpaw,185.42,182.88,170,39
806,806,Pedro Munhoz,Mario Yamasaki,10/28/2017,"Sao Paulo, Sao Paulo, Brazil",1,FALSE,Bantamweight,3,0,3,0,14.42857143,6.571428571,3.857142857,2,78.14285714,30,1.285714286,1.142857143,55.14285714,17.14285714,0,13.71428571,9.428571429,0.142857143,0,83.28571429,33.14285714,0.511428571,0.857142857,3.714285714,0.857142857,0.257142857,86.14285714,35.85714286,3,3,14,6.714285714,2.285714286,1.142857143,103.8571429,41.28571429,2.714285714,1.857142857,87.71428571,31.42857143,0,7.142857143,6.142857143,0.142857143,0,108.8571429,44.28571429,0.398571429,0,2,0.857142857,0.332857143,111.8571429,46.85714286,14,492.7142857,0,0,0,1,1,2,0,4,Orthodox,167.64,165.1,135,31
807,807,Francisco Trinaldo,Osiris Maia,10/28/2017,"Sao Paulo, Sao Paulo, Brazil",1,FALSE,Lightweight,3,1,0,0,12.33333333,9.6,10.33333333,7.4,58.86666667,23.4,9.733333333,6.266666667,61.2,22.66666667,0.2,5.4,4.8,0.933333333,0.066666667,78.93333333,37.06666667,0.504666667,0.4,2,0.8,0.270666667,94.6,51,7,4,10.73333333,6.6,5.866666667,4.6,53.2,17.8,4.866666667,3,48.4,14.6,0.066666667,4.8,4.2,1.2,0.133333333,63.93333333,25.4,0.433333333,0.333333333,3.733333333,1.4,0.292666667,89.2,46.66666667,36,665.9333333,0,0,1,5,2,2,1,11,Southpaw,175.26,177.8,155,39
808,808,Thiago Santos,Jerin Valel,10/28/2017,"Sao Paulo, Sao Paulo, Brazil",1,FALSE,Middleweight,3,0,2,0,6.727272727,4.090909091,4.909090909,4.181818182,30.72727273,10.81818182,10.45454545,6.454545455,31.72727273,11.36363636,0.545454545,7.636363636,6,0.272727273,0,46.09090909,21.45454545,0.428181818,0,0.636363636,0.181818182,0.090909091,51.09090909,26.27272727,4,4,4.818181818,2.454545455,2.545454545,1.545454545,29.36363636,8.545454545,1.909090909,1.545454545,24.90909091,6.363636364,0.181818182,4.090909091,2.818181818,0.454545455,0,33.81818182,11.63636364,0.335454545,0.272727273,2.363636364,0.727272727,0.267272727,37.81818182,15,17,325.3636364,0,0,0,1,6,0,0,7,Orthodox,187.96,193.04,205,33
809,809,John Lineker,Mario Yamasaki,10/28/2017,"Sao Paulo, Sao Paulo, Brazil",1,FALSE,Bantamweight,3,1,0,0,35.46153846,19.76923077,9.923076923,4.846153846,122.6153846,44.69230769,10.07692308,6.230769231,100.0769231,31.30769231,0.769230769,7.076923077,4.692307692,0.307692308,0.076923077,142.6153846,55.76923077,0.41,0.461538462,0.769230769,0.461538462,0.192307692,152.7692308,64.84615385,6,3,13.69230769,9.153846154,5.923076923,2.923076923,84.53846154,35.23076923,10,6.923076923,79.69230769,30.07692308,0,7.076923077,5.846153846,1.076923077,0,100.4615385,45.07692308,0.433846154,0.307692308,3.769230769,1.230769231,0.226153846,120.6153846,61.84615385,32,667.4615385,0,0,1,3,5,1,0,10,Orthodox,160.02,170.18,135,27
810,810,Vicente Luque,Fernando Portella,10/28/2017,"Sao Paulo, Sao Paulo, Brazil",1,FALSE,Welterweight,3,1,0,0,6.5,4.5,2.166666667,1.666666667,28.83333333,12.5,6.333333333,4,26.83333333,10.33333333,0.333333333,4,3.333333333,1.166666667,0,37.33333333,18.16666667,0.478333333,0.5,2,1,0.18,49.83333333,29.5,4,2,5.333333333,3.666666667,4.666666667,3,31,14.66666667,2.333333333,1.5,30.16666667,13.83333333,0,2.5,1.666666667,0.833333333,0.166666667,38,19.16666667,0.448333333,0,4,1.666666667,0.158333333,48.16666667,27.66666667,11,434,0,0,0,0,2,2,0,4,Orthodox,180.34,190.5,170,25
811,811,Antonio Carlos Junior,Osiris Maia,10/28/2017,"Sao Paulo, Sao Paulo, Brazil",1,FALSE,Middleweight,3,0,2,0,7.714285714,5.428571429,4.285714286,3.142857143,40.71428571,14.14285714,9,6.285714286,42.71428571,15,0,3.571428571,3.142857143,2.714285714,0.142857143,54,23.57142857,0.41,0.571428571,7.428571429,3.285714286,0.407142857,80.42857143,44.85714286,2,3,4.571428571,2.857142857,1.714285714,1.142857143,28.14285714,7.428571429,22,15.28571429,42.57142857,17.71428571,0,4.714285714,3.285714286,1.142857143,0,51.85714286,23.85714286,0.361428571,0.428571429,1.714285714,0.714285714,0.214285714,93.85714286,62.14285714,19,738.5714286,1,0,0,2,0,2,0,4,Orthodox,187.96,200.66,185,27
812,812,Hacran Dias,Fernando Portella,10/28/2017,"Sao Paulo, Sao Paulo, Brazil",-1,FALSE,Lightweight,3,2,0,0,6.714285714,4,4.142857143,3,60,24.14285714,5.714285714,3.857142857,55.57142857,20.42857143,0,7.571428571,6.571428571,2.285714286,0,69.85714286,31,0.45,0.428571429,6.857142857,2.857142857,0.38,102.2857143,60,2,4,12.14285714,8.714285714,9.714285714,7.142857143,69.14285714,23.42857143,17.28571429,11.71428571,72,23.57142857,0.571428571,12,10,2.571428571,0.285714286,96.14285714,42.28571429,0.432857143,0.428571429,6.428571429,1.428571429,0.188571429,120.5714286,65.28571429,21,900,0,0,1,2,0,0,0,3,Orthodox,172.72,175.26,155,33
813,813,Elizeu Zaleski dos Santos,Jerin Valel,10/28/2017,"Sao Paulo, Sao Paulo, Brazil",1,FALSE,Welterweight,3,0,3,0,18,12.5,23,17,128.25,42.75,2.75,1.75,127.75,41.75,0,8.25,7.25,1,0.5,154,61.5,0.3925,0.75,3.25,0.5,0.285,159.5,67,3,1,12.75,9,16,11.5,96.5,29.75,4.25,2.75,97.5,30,0,6.5,5,1.75,0,116.75,44,0.3725,0.25,6,3.75,0.7125,143.5,65,12,870.75,0,0,1,1,1,0,0,3,Orthodox,180.34,185.42,170,30
814,814,Deiveson Figueiredo,Mario Yamasaki,10/28/2017,"Sao Paulo, Sao Paulo, Brazil",1,FALSE,Flyweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,165.1,172.72,125,29
815,815,Marcelo Golm,Fernando Portella,10/28/2017,"Sao Paulo, Sao Paulo, Brazil",1,FALSE,Heavyweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,190.5,190.5,249,25
816,816,Donald Cerrone,Marc Goddard,10/21/2017,"Gdansk, Poland",-1,FALSE,Welterweight,5,2,0,0,14.6,10.64,6.48,4.04,78.44,37.04,5.44,3.76,61.36,21.56,0.56,14.4,12.64,1.04,0.08,90.36,44.84,0.492,0.4,2.12,0.72,0.302,98.32,51.68,8,6,17.32,11.48,7.68,5.16,81.88,38.08,1.96,1.04,65.4,25.76,0.24,8.8,7.04,0,0.04,91.52,44.28,0.456,0.12,2.12,0.24,0.0388,97.56,49.48,53,546.84,1,0,0,6,8,5,0,19,Orthodox,185.42,185.42,155,34
817,817,Karolina Kowalkiewicz,Leon Roberts,10/21/2017,"Gdansk, Poland",1,FALSE,Women's Strawweight,3,2,0,0,21.6,14.8,28.2,19.6,152.8,42.6,4.8,3.4,151.8,42.6,0,12.4,8.2,1,0,185.8,65.6,0.328,0,0.4,0,0,218.4,94.2,3,2,26.4,15,22.6,15,133.6,54.8,0.8,0.8,107,37.6,0,23.6,18,0.8,0.2,157,70.6,0.406,0.2,6.6,1,0.388,178.4,90.6,15,876.6,1,0,1,2,0,0,0,3,Orthodox,160.02,162.56,115,32
818,818,Jan Blachowicz,Marc Goddard,10/21/2017,"Gdansk, Poland",1,FALSE,Light Heavyweight,3,2,0,0,15.66666667,11.33333333,13.33333333,9.5,57.83333333,23.16666667,14,10,67.66666667,29.66666667,0.166666667,1.833333333,1.666666667,0.833333333,0,85.16666667,42.66666667,0.5,0.166666667,1.833333333,1,0.416666667,108.8333333,62.66666667,1,4,9,6.333333333,11.16666667,8,50.66666667,17.66666667,27.5,22.16666667,75.83333333,37.83333333,0,4.5,3.666666667,2,0.166666667,89.33333333,47.83333333,0.493333333,0,3.666666667,1.833333333,0.35,139.3333333,91.33333333,16,769.6666667,0,0,0,1,1,0,0,2,Orthodox,187.96,198.12,205,34
819,819,Oskar Piechota,Leon Roberts,10/21/2017,"Gdansk, Poland",1,FALSE,Middleweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Southpaw,182.88,193.04,185,27
820,820,Marcin Held,Piotr Michalak,10/21/2017,"Gdansk, Poland",1,FALSE,Lightweight,3,3,0,0,2.666666667,1,7,4,59.33333333,18.66666667,9,5.333333333,71.66666667,26.66666667,0,1,0.333333333,5,0,75.33333333,28,0.37,0.666666667,3.666666667,3,0.666666667,101.6666667,50.33333333,0,3,7.333333333,5.666666667,5.333333333,4.333333333,42,13.66666667,10.33333333,8.666666667,49.33333333,20,0.333333333,1,1,0.666666667,0,57.66666667,26.66666667,0.446666667,0.333333333,1.333333333,0.333333333,0.166666667,76.33333333,44,9,802.3333333,0,0,0,0,0,0,0,0,Orthodox,175.26,180.34,155,25
821,821,Damian Stasiak,Piotr Michalak,10/21/2017,"Gdansk, Poland",-1,FALSE,Bantamweight,3,1,0,0,9.25,3.25,1.75,0.75,50.25,15,2,1.75,43.25,12.75,0,1.5,1.5,2.5,0.5,54,17.5,0.45,0.75,4.75,2.25,0.5675,57,20.25,2,2,9.75,5.75,10.25,6,51,20.5,4.25,3,46.75,16.5,0,9,7.25,3.5,0.25,65.5,29.5,0.3825,1,3.5,1.75,0.575,84.25,47,10,678,0,0,0,0,0,2,0,2,Orthodox,165.1,177.8,135,27
822,822,Sam Alvey,Lukasz Bosacki,10/21/2017,"Gdansk, Poland",-1,FALSE,Middleweight,3,0,1,0,7.666666667,6.333333333,12.08333333,8.583333333,49.58333333,19.41666667,3.083333333,2.083333333,52.91666667,20.5,0.333333333,4.166666667,3.25,0.166666667,0,64.75,30.08333333,0.500833333,0.083333333,0.25,0,0,72.16666667,36.83333333,4,4,13.08333333,6.083333333,6.25,4.083333333,62.25,26.25,0.166666667,0.083333333,42.91666667,14.16666667,0,12.66666667,10.16666667,0.25,0,68.66666667,30.41666667,0.466666667,0,2.916666667,0.5,0.129166667,80.41666667,41.5,25,558.0833333,0,0,1,2,4,1,0,8,Southpaw,187.96,190.5,205,31
823,823,Artem Lobov,Marc Goddard,10/21/2017,"Gdansk, Poland",-1,FALSE,Featherweight,3,1,0,0,15.8,9,6.8,3,126.2,52.4,1.4,1.2,98.2,31.4,0,20.4,16.2,0.4,0,134.4,56.6,0.358,0,2,0.6,0.25,145.4,65.6,2,3,28.4,18.6,13,9,131.6,65.6,6.6,5.4,102.2,42.4,0.2,20.6,19,1.6,0,151.2,80,0.486,0.2,3.6,1.2,0.282,204.6,128,17,1020,1,0,0,2,0,0,0,2,Southpaw,175.26,165.1,145,31
824,824,Salim Touahri,Tomasz Bronder,10/21/2017,"Gdansk, Poland",-1,FALSE,Welterweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,170,28
825,825,Lina Lansberg,Lukasz Bosacki,10/21/2017,"Gdansk, Poland",-1,FALSE,Women's Bantamweight,3,0,1,0,24.5,18.5,28.5,21.5,51,23,4,2.5,52,22,0,7,6.5,0,0,83.5,47,0.575,0,4,0.5,0.07,98.5,60,1,1,32,26,36.5,30.5,107,47,22,14,131,63,0,2.5,2.5,2,0,165.5,91.5,0.57,0,2,1,0.5,210.5,131.5,5,674.5,0,0,0,1,0,0,0,1,Orthodox,170.18,165.1,135,35
826,826,Felipe Arantes,Tomasz Bronder,10/21/2017,"Gdansk, Poland",-1,FALSE,Featherweight,3,1,0,0,8.5,5.6,4.4,2.4,43.5,18.8,11.4,7.9,44.1,18,0.1,6.7,5.5,0.9,0.7,59.3,29.1,0.515,0.7,1.6,0.9,0.253,74.1,42.2,2,5,14.6,9.5,6.6,3.8,57,17.4,12.2,6.6,57.2,15.5,0,4,2.8,3.5,0.5,75.8,27.8,0.4,0.1,3.8,2.2,0.488,115.1,59.8,25,717.2,0,0,0,2,1,2,0,5,Orthodox,172.72,185.42,135,29
827,827,Tony Ferguson,Herb Dean,10/7/2017,"Las Vegas, Nevada, USA",1,TRUE,Lightweight,5,0,9,0,12.53846154,7.923076923,2.692307692,1.615384615,113.5384615,45.84615385,4.384615385,3.615384615,95.30769231,32.92307692,0.230769231,12.76923077,10.23076923,0.384615385,0.153846154,120.6153846,51.07692308,0.411538462,1,1.076923077,0.461538462,0.32,130.3076923,59.92307692,9,1,14.30769231,7.615384615,2.923076923,0.692307692,91.23076923,31.53846154,3,1.307692308,76.38461538,21.15384615,0.230769231,6.461538462,4.769230769,0.230769231,0.153846154,97.15384615,33.53846154,0.322307692,0.076923077,2.846153846,0.538461538,0.113076923,99.30769231,35.30769231,28,586.4615385,1,0,1,3,2,5,1,12,Orthodox,180.34,193.04,155,33
828,828,Demetrious Johnson,Dan Miragliotta,10/7/2017,"Las Vegas, Nevada, USA",1,TRUE,Flyweight,5,0,12,0,25.875,19.75,28.0625,21.375,84.75,36,8.375,6.875,75.9375,30.375,0.1875,19.375,14.125,2.875,0.1875,121.1875,64.25,0.53375,0.625,7.8125,4.0625,0.44,165.125,103.9375,12,2,18.875,12.5625,16.4375,11.125,80.625,19.5,2.6875,1.75,70.8125,13.25,0.0625,10.0625,6.5625,1.5625,0.125,99.75,32.375,0.334375,0.5,5.625,1.625,0.261875,137.9375,66,59,1072.3125,12,0,1,7,2,4,0,14,Orthodox,160.02,167.64,125,31
